,Unnamed: 0,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner,Year,home_rank,away_rank
509,509,12/19/2004,South Korea,Germany,3,1,Friendly,Busan,South Korea,False,South Korea,2004,22,19
510,510,12/21/2004,Thailand,Germany,1,5,Friendly,Bangkok,Thailand,False,Germany,2004,79,19
511,511,2/9/2005,Egypt,Belgium,4,0,Friendly,Cairo,Egypt,False,Egypt,2005,32,55
512,512,2/9/2005,England,Netherlands,0,0,Friendly,Birmingham,England,False,Draw,2005,9,3
513,513,2/9/2005,France,Sweden,1,1,Friendly,Saint-Denis,France,False,Draw,2005,5,14
514,514,2/9/2005,Germany,Argentina,2,2,Friendly,Düsseldorf,Germany,False,Draw,2005,16,4
515,515,2/9/2005,Greece,Denmark,2,1,FIFA World Cup qualification,Piraeus,Greece,False,Greece,2005,16,13
516,516,2/9/2005,Republic of Ireland,Portugal,1,0,Friendly,Dublin,Republic of Ireland,False,Republic of Ireland,2005,24,10
517,517,2/9/2005,Italy,Russia,2,0,Friendly,Cagliari,Italy,False,Italy,2005,12,34
518,518,2/9/2005,Spain,San Marino,5,0,FIFA World Cup qualification,Almería,Spain,False,Spain,2005,5,155
519,519,3/26/2005,Belgium,Bosnia and Herzegovina,4,1,FIFA World Cup qualification,Brussels,Belgium,False,Belgium,2005,55,65
520,520,3/26/2005,England,Northern Ireland,4,0,FIFA World Cup qualification,Manchester,England,False,England,2005,9,103
521,521,3/26/2005,France,Switzerland,0,0,FIFA World Cup qualification,Saint-Denis,France,False,Draw,2005,5,35
522,522,3/26/2005,Georgia,Greece,1,3,FIFA World Cup qualification,Tbilisi,Georgia,False,Greece,2005,104,16
523,523,3/26/2005,Italy,Scotland,2,0,FIFA World Cup qualification,Milan,Italy,False,Italy,2005,12,60
524,524,3/26/2005,Portugal,Canada,4,1,Friendly,Barcelos,Portugal,False,Portugal,2005,10,84
