,Unnamed: 0,Unnamed: 0.1,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner,Year,home_rank,away_rank,Home_team_current_form,Away_team_current_form,Home_team home_form
460,460,460,8/18/2004,France,Bosnia and Herzegovina,1,1,Friendly,Rennes,France,False,Draw,2004,2,79,8,2,10
461,461,461,8/18/2004,Iceland,Italy,2,0,Friendly,Reykjavík,Iceland,False,Iceland,2004,93,10,4,8,5
462,462,462,8/18/2004,Norway,Belgium,2,2,Friendly,Oslo,Norway,False,Draw,2004,35,45,2,4,2
463,463,463,8/18/2004,Scotland,Hungary,0,3,Friendly,Glasgow,Scotland,False,Hungary,2004,86,64,6,7,9
464,464,464,8/18/2004,Spain,Venezuela,3,2,Friendly,Las Palmas,Spain,False,Spain,2004,5,62,10,0,15
465,465,465,8/18/2004,Sweden,Netherlands,2,2,Friendly,Solna,Sweden,False,Draw,2004,13,6,6,7,4
466,466,466,9/3/2004,Netherlands,Liechtenstein,3,0,Friendly,Utrecht,Netherlands,False,Netherlands,2004,6,142,10,0,9
467,467,467,9/3/2004,Spain,Scotland,1,1,Friendly,Valencia,Spain,False,Draw,2004,5,86,8,7,13
468,468,468,9/4/2004,Albania,Greece,2,1,FIFA World Cup qualification,Tirana,Albania,False,Albania,2004,86,18,3,10,7
469,469,469,9/4/2004,Austria,England,2,2,FIFA World Cup qualification,Vienna,Austria,False,Draw,2004,83,8,5,10,3
470,470,470,9/4/2004,Belgium,Lithuania,1,1,FIFA World Cup qualification,Charleroi,Belgium,False,Draw,2004,45,100,5,5,7
471,471,471,9/4/2004,France,Israel,0,0,FIFA World Cup qualification,Saint-Denis,France,False,Draw,2004,2,48,6,2,8
472,472,472,9/4/2004,Italy,Norway,2,1,FIFA World Cup qualification,Palermo,Italy,False,Italy,2004,10,35,8,1,9
473,473,473,9/4/2004,Latvia,Portugal,0,2,FIFA World Cup qualification,Riga,Latvia,False,Portugal,2004,65,9,1,12,2
474,474,474,9/8/2004,Bosnia and Herzegovina,Spain,1,1,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,Draw,2004,79,5,3,6,2
475,475,475,9/8/2004,Faroe Islands,France,0,2,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,France,2004,131,2,0,8,2
476,476,476,9/8/2004,Germany,Brazil,1,1,Friendly,Berlin,Germany,False,Draw,2004,19,1,6,8,5
477,477,477,9/8/2004,Greece,Turkey,0,0,FIFA World Cup qualification,Piraeus,Greece,False,Draw,2004,18,14,8,5,11
478,478,478,9/8/2004,Moldova,Italy,0,1,FIFA World Cup qualification,Chișinău,Moldova,False,Italy,2004,114,10,0,10,0
479,479,479,9/8/2004,Netherlands,Czech Republic,2,0,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands,2004,6,4,10,7,9
480,480,480,9/8/2004,Poland,England,1,2,FIFA World Cup qualification,Chorzów,Poland,False,England,2004,25,8,7,10,8
481,481,481,9/8/2004,Portugal,Estonia,4,0,FIFA World Cup qualification,Leiria,Portugal,False,Portugal,2004,9,81,12,0,12
482,482,482,9/8/2004,Scotland,Slovenia,0,0,FIFA World Cup qualification,Glasgow,Scotland,False,Draw,2004,86,42,8,4,7
483,483,483,10/9/2004,England,Wales,2,0,FIFA World Cup qualification,Manchester,England,False,England,2004,8,68,10,9,13
484,484,484,10/9/2004,France,Republic of Ireland,0,0,FIFA World Cup qualification,Saint-Denis,France,False,Draw,2004,2,12,6,8,6
485,485,485,10/9/2004,Iran,Germany,0,2,Friendly,Tehran,Iran,False,Germany,2004,20,19,0,8,0
486,486,486,10/9/2004,Liechtenstein,Portugal,2,2,FIFA World Cup qualification,Vaduz,Liechtenstein,False,Draw,2004,142,9,1,10,1
487,487,487,10/9/2004,North Macedonia,Netherlands,2,2,FIFA World Cup qualification,Skopje,North Macedonia,False,Draw,2004,92,6,2,8,1
488,488,488,10/9/2004,Scotland,Norway,0,1,FIFA World Cup qualification,Glasgow,Scotland,False,Norway,2004,86,35,5,4,4
489,489,489,10/9/2004,Slovenia,Italy,1,0,FIFA World Cup qualification,Celje,Slovenia,False,Slovenia,2004,42,10,7,9,3
490,490,490,10/9/2004,Spain,Belgium,2,0,FIFA World Cup qualification,Santander,Spain,False,Spain,2004,5,45,8,5,13
491,491,491,10/9/2004,Ukraine,Greece,1,1,FIFA World Cup qualification,Kyiv,Ukraine,False,Draw,2004,57,18,1,6,7
492,492,492,10/13/2004,Azerbaijan,England,0,1,FIFA World Cup qualification,Baku,Azerbaijan,False,England,2004,113,8,0,13,0
493,493,493,10/13/2004,Cyprus,France,0,2,FIFA World Cup qualification,Nicosia,Cyprus,False,France,2004,108,2,0,9,0
494,494,494,10/13/2004,Italy,Belarus,4,3,FIFA World Cup qualification,Parma,Italy,False,Italy,2004,10,69,9,2,11
495,495,495,10/13/2004,Lithuania,Spain,0,0,FIFA World Cup qualification,Vilnius,Lithuania,False,Draw,2004,100,5,5,9,6
496,496,496,10/13/2004,Moldova,Scotland,1,1,FIFA World Cup qualification,Chișinău,Moldova,False,Draw,2004,114,86,1,3,1
497,497,497,10/13/2004,Netherlands,Finland,3,1,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands,2004,6,43,11,4,12
498,498,498,10/13/2004,Portugal,Russia,7,1,FIFA World Cup qualification,Lisbon,Portugal,False,Portugal,2004,9,32,10,3,12
499,499,499,11/17/2004,Andorra,Netherlands,0,3,FIFA World Cup qualification,Barcelona,Spain,True,Netherlands,2004,138,6,0,13,0
500,500,500,11/17/2004,Belgium,Serbia,0,2,FIFA World Cup qualification,Brussels,Belgium,False,Serbia,2004,45,201,5,4,4
501,501,501,11/17/2004,France,Poland,0,0,Friendly,Saint-Denis,France,False,Draw,2004,2,25,9,7,4
502,502,502,11/17/2004,Germany,Cameroon,3,0,Friendly,Leipzig,Germany,False,Germany,2004,19,23,10,2,5
503,503,503,11/17/2004,Greece,Kazakhstan,3,1,FIFA World Cup qualification,Piraeus,Greece,False,Greece,2004,18,147,6,0,11
504,504,504,11/17/2004,Italy,Finland,1,0,Friendly,Messina,Italy,False,Italy,2004,10,43,12,3,13
505,505,505,11/17/2004,Luxembourg,Portugal,0,5,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Portugal,2004,155,9,1,13,1
506,506,506,11/17/2004,Scotland,Sweden,1,4,Friendly,Edinburgh,Scotland,False,Sweden,2004,86,13,3,6,4
507,507,507,11/17/2004,Spain,England,1,0,Friendly,Madrid,Spain,False,Spain,2004,5,8,9,10,13
508,508,508,12/16/2004,Japan,Germany,0,3,Friendly,Yokohama,Japan,False,Germany,2004,17,19,3,13,3
509,509,509,12/19/2004,South Korea,Germany,3,1,Friendly,Busan,South Korea,False,South Korea,2004,22,19,12,10,12
510,510,510,12/21/2004,Thailand,Germany,1,5,Friendly,Bangkok,Thailand,False,Germany,2004,79,19,0,12,0
511,511,511,2/9/2005,Egypt,Belgium,4,0,Friendly,Cairo,Egypt,False,Egypt,2005,32,55,6,2,3
512,512,512,2/9/2005,England,Netherlands,0,0,Friendly,Birmingham,England,False,Draw,2005,9,3,10,11,13
513,513,513,2/9/2005,France,Sweden,1,1,Friendly,Saint-Denis,France,False,Draw,2005,5,14,9,6,5
514,514,514,2/9/2005,Germany,Argentina,2,2,Friendly,Düsseldorf,Germany,False,Draw,2005,16,4,10,7,6
515,515,515,2/9/2005,Greece,Denmark,2,1,FIFA World Cup qualification,Piraeus,Greece,False,Greece,2005,16,13,8,7,11
516,516,516,2/9/2005,Republic of Ireland,Portugal,1,0,Friendly,Dublin,Republic of Ireland,False,Republic of Ireland,2005,24,10,11,10,7
517,517,517,2/9/2005,Italy,Russia,2,0,Friendly,Cagliari,Italy,False,Italy,2005,12,34,12,3,15
518,518,518,2/9/2005,Spain,San Marino,5,0,FIFA World Cup qualification,Almería,Spain,False,Spain,2005,5,155,11,0,13
519,519,519,3/26/2005,Belgium,Bosnia and Herzegovina,4,1,FIFA World Cup qualification,Brussels,Belgium,False,Belgium,2005,55,65,4,3,4
520,520,520,3/26/2005,England,Northern Ireland,4,0,FIFA World Cup qualification,Manchester,England,False,England,2005,9,103,10,1,13
521,521,521,3/26/2005,France,Switzerland,0,0,FIFA World Cup qualification,Saint-Denis,France,False,Draw,2005,5,35,7,1,5
522,522,522,3/26/2005,Georgia,Greece,1,3,FIFA World Cup qualification,Tbilisi,Georgia,False,Greece,2005,104,16,0,11,1
523,523,523,3/26/2005,Italy,Scotland,2,0,FIFA World Cup qualification,Milan,Italy,False,Italy,2005,12,60,12,2,15
524,524,524,3/26/2005,Portugal,Canada,4,1,Friendly,Barcelos,Portugal,False,Portugal,2005,10,84,10,1,12
525,525,525,3/26/2005,Romania,Netherlands,0,2,FIFA World Cup qualification,Bucharest,Romania,False,Netherlands,2005,27,3,6,11,3
526,526,526,3/26/2005,Slovenia,Germany,0,1,Friendly,Celje,Slovenia,False,Germany,2005,68,16,4,10,3
527,527,527,3/26/2005,Spain,China PR,3,0,Friendly,Salamanca,Spain,False,Spain,2005,5,72,13,0,13
528,528,528,3/30/2005,England,Azerbaijan,2,0,FIFA World Cup qualification,Newcastle,England,False,England,2005,9,114,10,0,13
529,529,529,3/30/2005,Greece,Albania,2,0,FIFA World Cup qualification,Piraeus,Greece,False,Greece,2005,16,82,13,3,13
530,530,530,3/30/2005,Israel,France,1,1,FIFA World Cup qualification,Ramat-Gan,Israel,False,Draw,2005,44,5,2,7,2
531,531,531,3/30/2005,Italy,Iceland,0,0,Friendly,Padua,Italy,False,Draw,2005,12,94,13,5,13
532,532,532,3/30/2005,Netherlands,Armenia,2,0,FIFA World Cup qualification,Eindhoven,Netherlands,False,Netherlands,2005,3,108,13,0,15
533,533,533,3/30/2005,San Marino,Belgium,1,2,FIFA World Cup qualification,Serravalle,San Marino,False,Belgium,2005,155,55,0,6,0
534,534,534,3/30/2005,Serbia,Spain,0,0,FIFA World Cup qualification,Belgrade,Serbia and Montenegro,True,Draw,2005,201,5,5,11,3
535,535,535,3/30/2005,Slovakia,Portugal,1,1,FIFA World Cup qualification,Bratislava,Slovakia,False,Draw,2005,45,10,3,10,2
536,536,536,5/28/2005,United States,England,1,2,Friendly,Chicago,United States,False,England,2005,8,9,3,10,9
537,537,537,5/31/2005,Colombia,England,2,3,Friendly,East Rutherford,United States,True,England,2005,24,9,1,13,7
538,538,538,5/31/2005,France,Hungary,2,1,Friendly,Metz,France,False,France,2005,5,74,7,7,7
539,539,539,6/4/2005,Netherlands,Romania,2,0,FIFA World Cup qualification,Rotterdam,Netherlands,False,Netherlands,2005,3,27,13,6,15
540,540,540,6/4/2005,Northern Ireland,Germany,1,4,Friendly,Belfast,Northern Ireland,False,Germany,2005,103,16,1,10,1
541,541,541,6/4/2005,Norway,Italy,0,0,FIFA World Cup qualification,Oslo,Norway,False,Draw,2005,38,12,5,11,3
542,542,542,6/4/2005,Portugal,Slovakia,2,0,FIFA World Cup qualification,Lisbon,Portugal,False,Portugal,2005,10,45,10,2,12
543,543,543,6/4/2005,Scotland,Moldova,2,0,FIFA World Cup qualification,Glasgow,Scotland,False,Scotland,2005,60,107,4,1,4
544,544,544,6/4/2005,Serbia,Belgium,0,0,FIFA World Cup qualification,Belgrade,Serbia and Montenegro,True,Draw,2005,201,55,6,7,4
545,545,545,6/4/2005,Spain,Lithuania,1,0,FIFA World Cup qualification,Valencia,Spain,False,Spain,2005,5,100,13,2,15
546,546,546,6/4/2005,Turkey,Greece,0,0,FIFA World Cup qualification,Istanbul,Turkey,False,Draw,2005,11,16,6,13,2
547,547,547,6/8/2005,Belarus,Scotland,0,0,FIFA World Cup qualification,Minsk,Belarus,False,Draw,2005,61,60,2,5,5
548,548,548,6/8/2005,Estonia,Portugal,0,1,FIFA World Cup qualification,Tallinn,Estonia,False,Portugal,2005,76,10,0,10,0
549,549,549,6/8/2005,Finland,Netherlands,0,4,FIFA World Cup qualification,Helsinki,Finland,False,Netherlands,2005,46,3,0,13,7
550,550,550,6/8/2005,Germany,Russia,2,2,Friendly,Mönchengladbach,Germany,False,Draw,2005,16,34,11,4,6
551,551,551,6/8/2005,Greece,Ukraine,0,1,FIFA World Cup qualification,Piraeus,Greece,False,Ukraine,2005,16,40,10,4,10
552,552,552,6/8/2005,Italy,Serbia,1,1,Friendly,Toronto,Canada,True,Draw,2005,12,201,9,7,11
553,553,553,6/8/2005,Spain,Bosnia and Herzegovina,1,1,FIFA World Cup qualification,Valencia,Spain,False,Draw,2005,5,65,11,4,13
554,554,554,6/11/2005,Ecuador,Italy,1,1,Friendly,East Rutherford,United States,True,Draw,2005,37,12,1,7,1
555,555,555,6/15/2005,Germany,Australia,4,3,Confederations Cup,Frankfurt am Main,Germany,False,Germany,2005,16,48,11,10,9
556,556,556,6/16/2005,Brazil,Greece,3,0,Confederations Cup,Leipzig,Germany,True,Brazil,2005,1,16,8,7,13
557,557,557,6/18/2005,Germany,Tunisia,3,0,Confederations Cup,Cologne,Germany,False,Germany,2005,16,28,13,3,11
558,558,558,6/19/2005,Greece,Japan,0,1,Confederations Cup,Frankfurt am Main,Germany,True,Japan,2005,16,15,4,5,9
559,559,559,6/21/2005,Germany,Argentina,2,2,Confederations Cup,Nuremberg,Germany,False,Draw,2005,16,4,11,5,9
560,560,560,6/22/2005,Greece,Mexico,0,0,Confederations Cup,Frankfurt am Main,Germany,True,Draw,2005,16,5,2,2,7
561,561,561,6/25/2005,Germany,Brazil,2,3,Confederations Cup,Nuremberg,Germany,False,Brazil,2005,16,1,8,8,8
562,562,562,6/29/2005,Germany,Mexico,4,3,Confederations Cup,Leipzig,Germany,False,Germany,2005,16,5,10,2,10
563,563,563,8/17/2005,Austria,Scotland,2,2,Friendly,Graz,Austria,False,Draw,2005,69,60,5,5,3
564,564,564,8/17/2005,Belgium,Greece,2,0,Friendly,Brussels,Belgium,False,Belgium,2005,55,16,10,1,7
565,565,565,8/17/2005,Denmark,England,4,1,Friendly,Copenhagen,Denmark,False,Denmark,2005,13,9,7,12,10
566,566,566,8/17/2005,France,Ivory Coast,3,0,Friendly,Montpellier,France,False,France,2005,5,203,9,0,9
567,567,567,8/17/2005,Republic of Ireland,Italy,1,2,Friendly,Dublin,Republic of Ireland,False,Italy,2005,24,12,10,7,7
568,568,568,8/17/2005,Netherlands,Germany,2,2,Friendly,Rotterdam,Netherlands,False,Draw,2005,3,16,13,8,13
569,569,569,8/17/2005,Portugal,Egypt,2,0,Friendly,Ponta Delgada,Portugal,False,Portugal,2005,10,32,13,6,15
570,570,570,8/17/2005,Spain,Uruguay,2,0,Friendly,Gijón,Spain,False,Spain,2005,5,18,11,4,13
571,571,571,9/3/2005,Armenia,Netherlands,0,1,FIFA World Cup qualification,Yerevan,Armenia,False,Netherlands,2005,108,3,0,13,0
572,572,572,9/3/2005,Bosnia and Herzegovina,Belgium,1,0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,Bosnia and Herzegovina,2005,65,55,6,10,5
573,573,573,9/3/2005,France,Faroe Islands,3,0,FIFA World Cup qualification,Lens,France,False,France,2005,5,132,11,0,11
574,574,574,9/3/2005,Portugal,Luxembourg,6,0,FIFA World Cup qualification,Faro,Portugal,False,Portugal,2005,10,150,13,0,15
575,575,575,9/3/2005,Scotland,Italy,1,1,FIFA World Cup qualification,Glasgow,Scotland,False,Draw,2005,60,12,6,7,5
576,576,576,9/3/2005,Slovakia,Germany,2,0,Friendly,Bratislava,Slovakia,False,Slovakia,2005,45,16,5,5,5
577,577,577,9/3/2005,Spain,Canada,2,1,Friendly,Santander,Spain,False,Spain,2005,5,84,11,1,13
578,578,578,9/3/2005,Wales,England,0,1,FIFA World Cup qualification,Cardiff,Wales,False,England,2005,71,9,6,12,9
579,579,579,9/7/2005,Belarus,Italy,1,4,FIFA World Cup qualification,Minsk,Belarus,False,Italy,2005,61,12,1,9,2
580,580,580,9/7/2005,Belgium,San Marino,8,0,FIFA World Cup qualification,Antwerp,Belgium,False,Belgium,2005,55,155,10,0,10
581,581,581,9/7/2005,Germany,South Africa,4,2,Friendly,Bremen,Germany,False,Germany,2005,16,49,7,3,10
582,582,582,9/7/2005,Republic of Ireland,France,0,1,FIFA World Cup qualification,Dublin,Republic of Ireland,False,France,2005,24,5,7,13,7
583,583,583,9/7/2005,Kazakhstan,Greece,1,2,FIFA World Cup qualification,Almaty,Kazakhstan,False,Greece,2005,137,16,0,4,0
584,584,584,9/7/2005,Netherlands,Andorra,4,0,FIFA World Cup qualification,Eindhoven,Netherlands,False,Netherlands,2005,3,125,13,0,13
585,585,585,9/7/2005,Northern Ireland,England,1,0,FIFA World Cup qualification,Belfast,Northern Ireland,False,Northern Ireland,2005,103,9,4,9,4
586,586,586,9/7/2005,Norway,Scotland,1,2,FIFA World Cup qualification,Oslo,Norway,False,Scotland,2005,38,60,5,9,2
587,587,587,9/7/2005,Russia,Portugal,0,0,FIFA World Cup qualification,Moscow,Russia,False,Draw,2005,34,10,5,13,8
588,588,588,9/7/2005,Spain,Serbia,1,1,FIFA World Cup qualification,Madrid,Spain,False,Draw,2005,5,201,11,7,11
589,589,589,10/8/2005,Belgium,Spain,0,2,FIFA World Cup qualification,Brussels,Belgium,False,Spain,2005,55,5,7,11,9
590,590,590,10/8/2005,Czech Republic,Netherlands,0,2,FIFA World Cup qualification,Prague,Czech Republic,False,Netherlands,2005,2,3,4,13,7
591,591,591,10/8/2005,Denmark,Greece,1,0,FIFA World Cup qualification,Copenhagen,Denmark,False,Denmark,2005,13,16,10,4,10
592,592,592,10/8/2005,England,Austria,1,0,FIFA World Cup qualification,Manchester,England,False,England,2005,9,69,9,2,13
593,593,593,10/8/2005,Italy,Slovenia,1,0,FIFA World Cup qualification,Palermo,Italy,False,Italy,2005,12,68,11,4,11
594,594,594,10/8/2005,Portugal,Liechtenstein,2,1,FIFA World Cup qualification,Aveiro,Portugal,False,Portugal,2005,10,122,13,1,15
595,595,595,10/8/2005,Scotland,Belarus,0,1,FIFA World Cup qualification,Glasgow,Scotland,False,Belarus,2005,60,61,6,4,4
596,596,596,10/8/2005,Switzerland,France,1,1,FIFA World Cup qualification,Berne,Switzerland,False,Draw,2005,35,5,2,13,1
597,597,597,10/8/2005,Turkey,Germany,2,1,Friendly,Istanbul,Turkey,False,Turkey,2005,11,16,9,7,5
598,598,598,10/12/2005,England,Poland,2,1,FIFA World Cup qualification,Manchester,England,False,England,2005,9,22,9,7,13
599,599,599,10/12/2005,France,Cyprus,4,0,FIFA World Cup qualification,Saint-Denis,France,False,France,2005,5,96,13,0,13
600,600,600,10/12/2005,Germany,China PR,1,0,Friendly,Hamburg,Germany,False,Germany,2005,16,72,7,0,10
601,601,601,10/12/2005,Greece,Georgia,1,0,FIFA World Cup qualification,Piraeus,Greece,False,Greece,2005,16,104,7,0,7
602,602,602,10/12/2005,Italy,Moldova,2,1,FIFA World Cup qualification,Lecce,Italy,False,Italy,2005,12,107,13,1,11
603,603,603,10/12/2005,Lithuania,Belgium,1,1,FIFA World Cup qualification,Vilnius,Lithuania,False,Draw,2005,100,55,3,7,6
604,604,604,10/12/2005,Netherlands,North Macedonia,0,0,FIFA World Cup qualification,Amsterdam,Netherlands,False,Draw,2005,3,87,11,3,11
605,605,605,10/12/2005,Portugal,Latvia,3,0,FIFA World Cup qualification,Porto,Portugal,False,Portugal,2005,10,69,13,1,15
606,606,606,10/12/2005,San Marino,Spain,0,6,FIFA World Cup qualification,Serravalle,San Marino,False,Spain,2005,155,5,0,13,0
607,607,607,10/12/2005,Slovenia,Scotland,0,3,FIFA World Cup qualification,Celje,Slovenia,False,Scotland,2005,68,60,4,8,3
608,608,608,11/9/2005,France,Costa Rica,3,2,Friendly,Fort-de-France,Martinique,True,France,2005,5,21,13,3,15
609,609,609,11/12/2005,England,Argentina,3,2,Friendly,Geneva,Switzerland,True,England,2005,9,4,12,2,15
610,610,610,11/12/2005,France,Germany,0,0,Friendly,Saint-Denis,France,False,Draw,2005,5,16,11,7,13
611,611,611,11/12/2005,Netherlands,Italy,1,3,Friendly,Amsterdam,Netherlands,False,Italy,2005,3,12,10,13,8
612,612,612,11/12/2005,Portugal,Croatia,2,0,Friendly,Coimbra,Portugal,False,Portugal,2005,10,20,13,1,15
613,613,613,11/12/2005,Scotland,United States,1,1,Friendly,Glasgow,Scotland,False,Draw,2005,60,8,8,4,5
614,614,614,11/12/2005,Spain,Slovakia,5,1,FIFA World Cup qualification,Madrid,Spain,False,Spain,2005,5,45,13,4,11
615,615,615,11/15/2005,Northern Ireland,Portugal,1,1,Friendly,Belfast,Northern Ireland,False,Draw,2005,103,10,4,11,5
616,616,616,11/16/2005,Greece,Hungary,2,1,Friendly,Piraeus,Greece,False,Greece,2005,16,74,9,7,7
617,617,617,11/16/2005,Ivory Coast,Italy,1,1,Friendly,Geneva,Switzerland,True,Draw,2005,203,12,1,13,1
618,618,618,11/16/2005,Slovakia,Spain,1,1,FIFA World Cup qualification,Bratislava,Slovakia,False,Draw,2005,45,5,5,11,6
619,619,619,1/21/2006,Greece,South Korea,1,1,Friendly,Riyadh,Saudi Arabia,True,Draw,2006,16,51,10,10,8
620,620,620,1/25/2006,Saudi Arabia,Greece,1,1,Friendly,Riyadh,Saudi Arabia,False,Draw,2006,64,16,2,8,1
621,621,621,2/28/2006,Greece,Belarus,1,0,Cyprus International Tournament,Limassol,Cyprus,True,Greece,2006,16,70,11,4,11
622,622,622,3/1/2006,England,Uruguay,2,1,Friendly,Liverpool,England,False,England,2006,5,29,12,3,15
623,623,623,3/1/2006,France,Slovakia,1,2,Friendly,Saint-Denis,France,False,Slovakia,2006,4,37,8,7,10
624,624,624,3/1/2006,Italy,Germany,4,1,Friendly,Florence,Italy,False,Italy,2006,2,6,13,7,11
625,625,625,3/1/2006,Kazakhstan,Greece,0,2,Cyprus International Tournament,Nicosia,Cyprus,True,Greece,2006,135,16,0,11,0
626,626,626,3/1/2006,Luxembourg,Belgium,0,2,Friendly,Luxembourg,Luxembourg,False,Belgium,2006,186,53,0,7,1
627,627,627,3/1/2006,Netherlands,Ecuador,1,0,Friendly,Amsterdam,Netherlands,False,Netherlands,2006,7,30,10,1,8
628,628,628,3/1/2006,Saudi Arabia,Portugal,0,3,Friendly,Düsseldorf,Germany,True,Portugal,2006,64,8,2,13,1
629,629,629,3/1/2006,Scotland,Switzerland,1,3,Friendly,Glasgow,Scotland,False,Switzerland,2006,25,17,7,5,5
630,630,630,3/1/2006,Spain,Ivory Coast,3,2,Friendly,Valladolid,Spain,False,Spain,2006,12,203,13,1,13
631,631,631,3/22/2006,Germany,United States,4,1,Friendly,Dortmund,Germany,False,Germany,2006,6,31,7,1,12
632,632,632,5/11/2006,Belgium,Saudi Arabia,2,1,Friendly,Sittard,Netherlands,True,Belgium,2006,53,64,10,1,12
633,633,633,5/11/2006,Bulgaria,Scotland,1,5,Kirin Cup,Kobe,Japan,True,Scotland,2006,43,25,1,7,3
634,634,634,5/13/2006,Japan,Scotland,0,0,Kirin Cup,Saitama,Japan,False,Draw,2006,47,25,5,8,3
635,635,635,5/20/2006,Slovakia,Belgium,1,1,Friendly,Trnava,Slovakia,False,Draw,2006,37,53,8,8,7
636,636,636,5/24/2006,Belgium,Turkey,3,3,Friendly,Genk,Belgium,False,Draw,2006,53,26,9,9,10
637,637,637,5/25/2006,Australia,Greece,1,0,Friendly,Melbourne,Australia,False,Australia,2006,39,16,10,8,7
638,638,638,5/27/2006,France,Mexico,1,0,Friendly,Saint-Denis,France,False,France,2006,4,20,10,2,10
639,639,639,5/27/2006,Germany,Luxembourg,7,0,Friendly,Freiburg,Germany,False,Germany,2006,6,186,10,0,15
640,640,640,5/27/2006,Netherlands,Cameroon,1,0,Friendly,Rotterdam,Netherlands,False,Netherlands,2006,7,11,10,1,10
641,641,641,5/27/2006,Portugal,Cape Verde,4,1,Friendly,Évora,Portugal,False,Portugal,2006,8,204,13,0,15
642,642,642,5/27/2006,Spain,Russia,0,0,Friendly,Albacete,Spain,False,Draw,2006,12,22,11,3,11
643,643,643,5/30/2006,England,Hungary,3,1,Friendly,Manchester,England,False,England,2006,5,62,15,6,15
644,644,644,5/30/2006,Germany,Japan,2,2,Friendly,Leverkusen,Germany,False,Draw,2006,6,47,8,6,13
645,645,645,5/31/2006,France,Denmark,2,0,Friendly,Lens,France,False,France,2006,4,21,10,7,10
646,646,646,5/31/2006,Switzerland,Italy,1,1,Friendly,Geneva,Switzerland,False,Draw,2006,17,2,6,11,2
647,647,647,6/1/2006,Netherlands,Mexico,2,1,Friendly,Eindhoven,Netherlands,False,Netherlands,2006,7,20,10,2,10
648,648,648,6/2/2006,Germany,Colombia,3,0,Friendly,Mönchengladbach,Germany,False,Germany,2006,6,34,10,1,13
649,649,649,6/2/2006,Italy,Ukraine,0,0,Friendly,Lausanne,Switzerland,True,Draw,2006,2,13,9,5,11
650,650,650,6/3/2006,England,Jamaica,6,0,Friendly,Manchester,England,False,England,2006,5,57,15,0,15
651,651,651,6/3/2006,Luxembourg,Portugal,0,3,Friendly,Metz,France,True,Portugal,2006,186,8,0,13,1
652,652,652,6/3/2006,Spain,Egypt,2,0,Friendly,Elche,Spain,False,Spain,2006,12,27,11,6,11
653,653,653,6/4/2006,Netherlands,Australia,1,1,Friendly,Rotterdam,Netherlands,False,Draw,2006,7,39,10,8,10
654,654,654,6/7/2006,France,China PR,3,1,Friendly,Saint-Étienne,France,False,France,2006,4,84,10,0,10
655,655,655,6/7/2006,Spain,Croatia,2,1,Friendly,Geneva,Switzerland,True,Spain,2006,12,15,11,1,13
656,656,656,6/9/2006,Germany,Costa Rica,4,2,FIFA World Cup,Munich,Germany,False,Germany,2006,6,68,13,3,13
657,657,657,6/10/2006,England,Paraguay,1,0,FIFA World Cup,Frankfurt am Main,Germany,True,England,2006,5,35,15,2,15
658,658,658,6/11/2006,Angola,Portugal,0,1,FIFA World Cup,Cologne,Germany,True,Portugal,2006,55,8,0,13,0
659,659,659,6/11/2006,Serbia,Netherlands,0,1,FIFA World Cup,Leipzig,Germany,True,Netherlands,2006,33,7,4,13,3
660,660,660,6/12/2006,Italy,Ghana,2,0,FIFA World Cup,Hanover,Germany,True,Italy,2006,2,28,9,2,13
661,661,661,6/13/2006,France,Switzerland,0,0,FIFA World Cup,Stuttgart,Germany,True,Draw,2006,4,17,10,7,10
662,662,662,6/14/2006,Germany,Poland,1,0,FIFA World Cup,Dortmund,Germany,False,Germany,2006,6,24,13,4,13
663,663,663,6/14/2006,Spain,Ukraine,4,0,FIFA World Cup,Leipzig,Germany,True,Spain,2006,12,13,13,5,13
664,664,664,6/15/2006,England,Trinidad and Tobago,2,0,FIFA World Cup,Nuremberg,Germany,True,England,2006,5,91,15,0,15
665,665,665,6/16/2006,Netherlands,Ivory Coast,2,1,FIFA World Cup,Stuttgart,Germany,True,Netherlands,2006,7,203,13,1,13
666,666,666,6/17/2006,Italy,United States,1,1,FIFA World Cup,Kaiserslautern,Germany,True,Draw,2006,2,31,9,2,11
667,667,667,6/17/2006,Portugal,Iran,2,0,FIFA World Cup,Frankfurt am Main,Germany,True,Portugal,2006,8,38,15,0,15
668,668,668,6/18/2006,France,South Korea,1,1,FIFA World Cup,Leipzig,Germany,True,Draw,2006,4,51,11,8,11
669,669,669,6/19/2006,Spain,Tunisia,3,1,FIFA World Cup,Stuttgart,Germany,True,Spain,2006,12,32,13,2,13
670,670,670,6/20/2006,Germany,Ecuador,3,0,FIFA World Cup,Berlin,Germany,False,Germany,2006,6,30,13,1,13
671,671,671,6/20/2006,Sweden,England,2,2,FIFA World Cup,Cologne,Germany,True,Draw,2006,14,5,6,13,5
672,672,672,6/21/2006,Netherlands,Argentina,0,0,FIFA World Cup,Frankfurt am Main,Germany,True,Draw,2006,7,3,11,3,11
